date,Open,High,Low,Close,Volume,Quote Asset Volume,Number of Trades,Taker Buy Base,Taker Buy Quote,SMA_5,SMA_20,EMA_12,RSI,MACD,Price_Change,Volatility,High_Low_Ratio,Volume_SMA,Upper_Shadow,Lower_Shadow,Body_Size,Support,Resistance,Price_Position
2023-04-08,7.267,7.297,7.076,7.13,1440334.33,10364315.76619,34801,607517.38,4374640.00781,7.257800000000003,7.254599999999994,7.245411479644806,51.13029182079736,0.05960736326011329,-0.018852346222650418,0.03473307990475721,1.031232334652346,3799991.4489999996,0.02999999999999936,0.05400000000000027,0.13700000000000045,6.747,7.723,0.39241803278688525
2023-04-09,7.129,7.255,7.05,7.203,1281793.0,9153036.08161,34174,643286.54,4595682.35458,7.224400000000005,7.262249999999993,7.238886636622522,48.75000000000001,0.051808747189142856,0.01023842917251061,0.0347696194210032,1.0290780141843971,3400795.0609999993,0.0519999999999996,0.07899999999999974,0.07400000000000073,6.747,7.723,0.46721311475409877
2023-04-10,7.203,7.367,7.131,7.343,2638647.13,19173014.02328,55502,1166753.39,8476404.06124,7.228800000000004,7.260649999999993,7.254904077142148,61.43064282261961,0.05627636906465394,0.0194363459669582,0.03346200255385979,1.03309493759641,3032830.1449999996,0.02400000000000002,0.07200000000000006,0.13999999999999968,6.747,7.723,0.6106557377049181
2023-04-11,7.344,7.453,7.28,7.301,3009556.43,22172929.85957,65684,1404110.37,10347889.10801,7.248800000000005,7.267049999999992,7.261995757581823,58.702064896755154,0.055784896904599535,-0.0057197330791229906,0.032863291108091414,1.0237637362637362,3063120.6539999996,0.10899999999999999,0.020999999999999908,0.04300000000000015,6.747,7.69,0.5874867444326617
2023-04-12,7.3,7.372,7.1,7.23,3823180.7,27626823.71917,81299,1763335.74,12744698.72657,7.241400000000003,7.24804999999999,7.257073333338463,45.44910179640721,0.04910030991868286,-0.009724695247226411,0.029780336147633625,1.0383098591549296,3182374.1079999995,0.07200000000000006,0.13000000000000078,0.0699999999999994,6.747,7.69,0.5121951219512199
2023-04-13,7.23,7.546,7.167,7.458,3853982.96,28459938.98811,72571,1893340.94,13987033.23236,7.307000000000002,7.26139999999999,7.287985128209485,56.43224699828475,0.06149154641115118,0.031535269709543456,0.027917771519145523,1.052881261336682,3045834.589999999,0.08800000000000008,0.06300000000000061,0.22799999999999976,6.747,7.69,0.7539766702014845
2023-04-14,7.458,7.899,7.457,7.743,7807389.3,60214451.34968,149691,3804768.51,29339692.35838,7.415000000000002,7.294799999999991,7.357987416177289,54.61584276354973,0.0932340201355828,0.03821399839098949,0.02867488255474857,1.0592731661526082,3390164.3779999986,0.1559999999999997,0.001000000000000334,0.28500000000000014,6.747,7.899,0.8645833333333336
2023-04-15,7.743,8.089,7.613,8.005,4830720.05,38047700.95187,99352,2378082.34,18732254.39757,7.547400000000001,7.331999999999991,7.457527813688515,62.01998947922147,0.13794123029220717,0.033837014077231053,0.029018650237411413,1.0625246289242085,3356249.579999998,0.08399999999999963,0.1299999999999999,0.26200000000000045,6.747,8.089,0.9374068554396426
2023-04-16,8.005,8.19,7.902,8.14,4303246.65,34635875.44204,100098,2147360.73,17287940.48564,7.715200000000001,7.3954999999999895,7.562523534659547,75.38726333907057,0.18216547872414068,0.01686445971267947,0.025532659865776738,1.0364464692482915,3488267.937999998,0.049999999999998934,0.10300000000000065,0.1349999999999998,6.75,8.19,0.9652777777777785
2023-04-17,8.136,8.299,7.861,8.16,7702069.05,62536505.84512,163180,3788007.32,30763273.62235,7.9012,7.456149999999989,7.654442990865796,76.09811751283513,0.21633358447947781,0.002457002457002311,0.02556459973980156,1.0557181020226434,4069091.959999998,0.13899999999999935,0.27499999999999947,0.02400000000000091,6.927,8.299,0.8986880466472308
2023-04-18,8.161,8.798,8.03,8.578,9356075.46,79757906.32826,185540,4515048.89,38489112.81165,8.125200000000001,7.5159499999999895,7.796528684578785,79.52101661779079,0.27398280886331516,0.05122549019607825,0.024392785686895492,1.0956413449564135,4860666.072999998,0.22000000000000064,0.13100000000000023,0.4169999999999998,7.022,8.798,0.8761261261261257
2023-04-19,8.578,8.6,7.63,7.752,10140445.27,82052682.01753,213945,4835607.99,39141994.50704,8.127,7.541899999999989,7.78967811772051,57.63372298972725,0.2501356161511792,-0.0962928421543483,0.03330098142544605,1.1271297509829619,5746531.299999999,0.02200000000000024,0.12199999999999989,0.8259999999999996,7.022,8.798,0.41103603603603583
2023-04-20,7.752,7.967,7.453,7.512,7428716.2,57205335.10623,148713,3597873.08,27709959.96161,8.028400000000001,7.53809999999999,7.746958407301963,55.28372409106354,0.20945609370761975,-0.03095975232198145,0.03239674440727302,1.0689655172413792,6225538.206999999,0.21499999999999986,0.058999999999999275,0.2400000000000002,7.022,8.798,0.2759009009009005
2023-04-21,7.512,7.609,7.006,7.113,6884596.68,50478423.4445,128408,3266126.61,23963035.28578,7.823,7.51634999999999,7.649426344640108,47.64957264957265,0.14336868502174482,-0.053115015974440793,0.034504926346790164,1.0860690836425921,6613042.231999999,0.09700000000000042,0.1070000000000002,0.39899999999999913,7.006,8.798,0.05970982142857155
2023-04-22,7.113,7.242,7.08,7.175,3015617.24,21565753.41964,63758,1410848.8,10090795.52619,7.6259999999999994,7.512349999999991,7.576437676233928,50.7029053420806,0.09490283376821207,0.008716434697033426,0.03348524422920104,1.0228813559322034,6532285.885999998,0.06700000000000017,0.03300000000000036,0.06199999999999939,7.006,8.798,0.0943080357142855
2023-04-23,7.174,7.174,6.866,7.082,4150416.52,29179621.42612,88182,1880895.26,13224405.24868,7.3268,7.50419999999999,7.500370341428701,48.121701334989126,0.048430703266086894,-0.012961672473867591,0.03361015274394587,1.0448587241479756,6561929.241999998,0.0,0.2160000000000002,0.09200000000000053,6.866,8.798,0.11180124223602492
2023-04-24,7.082,7.269,6.996,7.068,4023418.3,28700514.76376,81022,1876048.33,13385932.29154,7.1899999999999995,7.489099999999991,7.433851827362741,45.5573505654281,0.010352189791241528,-0.0019768426998023614,0.03334698319311264,1.0390222984562607,6183532.141999999,0.18700000000000028,0.07199999999999918,0.014000000000000234,6.866,8.798,0.1045548654244306
2023-04-25,7.069,7.3,6.948,7.274,3659091.95,25952303.04914,72896,1685178.07,11963292.79624,7.142399999999999,7.486749999999991,7.409259238537703,49.58576250383553,-0.0031663419296883433,0.02914544425580079,0.03401268332153382,1.0506620610247552,6066369.3319999995,0.0259999999999998,0.12099999999999955,0.20500000000000007,6.866,8.798,0.21118012422360263
2023-04-26,7.275,7.503,6.703,7.004,7272868.62,51992232.75784,144850,3295729.65,23563042.39782,7.120599999999999,7.476899999999991,7.3469116633780525,46.732215153267774,-0.035260145404393484,-0.037118504261754226,0.03485160656634138,1.1193495449798598,6363331.529,0.22799999999999976,0.30099999999999927,0.2710000000000008,6.703,8.798,0.1436754176610975
2023-04-27,7.004,7.232,6.982,7.17,5324313.93,37864976.52222,99237,2556935.3,18186248.45106,7.1196,7.4720499999999905,7.319694484396812,45.75971731448763,-0.04676088208815088,0.02370074243289544,0.03521983822661301,1.0358063592093956,6125556.017,0.06200000000000028,0.021999999999999353,0.16600000000000037,6.703,8.798,0.22291169451073972
2023-04-28,7.17,7.187,6.949,7.04,3510662.05,24825457.35691,60094,1656679.55,11719888.56078,7.111199999999999,7.46754999999999,7.276664563720377,39.15458191916074,-0.06560890664508534,-0.018131101813110173,0.03519995544137783,1.0342495323068068,5541014.676,0.017000000000000348,0.09100000000000019,0.1299999999999999,6.703,8.798,0.16085918854415265
2023-04-29,7.04,7.22,6.992,7.185,2390310.55,17030840.96356,47481,1224419.0,8727081.44315,7.134600000000001,7.46664999999999,7.262562323148011,36.87580025608192,-0.06806125288663534,0.02059659090909083,0.0354344331674922,1.0326086956521738,4766001.203999999,0.03500000000000014,0.04800000000000004,0.14499999999999957,6.703,8.798,0.23007159904534577
2023-04-30,7.185,7.305,7.014,7.025,2775030.59,19899522.30512,59188,1405088.18,10081856.32409,7.0847999999999995,7.45074999999999,7.226014273432932,32.29596697364241,-0.08197050545022044,-0.022268615170493944,0.035487662598369066,1.0414884516680922,4300632.642999999,0.1200000000000001,0.01100000000000012,0.15999999999999925,6.703,8.798,0.15369928400954658
2023-05-01,7.025,7.082,6.797,6.898,3285344.74,22770206.8544,67153,1449754.85,10048938.66382,7.063600000000001,7.430599999999991,7.175550539058632,30.620393120393103,-0.10206497987592122,-0.01807829181494669,0.03567032099198229,1.0419302633514786,3940707.4489999996,0.056999999999999496,0.10099999999999998,0.12700000000000067,6.703,8.798,0.0930787589498804
2023-05-02,6.896,7.013,6.8,6.987,2077200.39,14355313.93847,37650,1038921.04,7180147.3744,7.027000000000001,7.418449999999991,7.146542763818842,22.822002049880425,-0.10954566843646685,0.012902290518991055,0.03577832411892137,1.0313235294117646,3846865.7639999995,0.0259999999999998,0.09600000000000009,0.09100000000000019,6.703,8.798,0.13556085918854408
2023-05-03,6.987,7.151,6.819,7.129,3262366.57,22744459.21031,67669,1706577.9,11906744.8705,7.0448,7.401999999999991,7.143843877077481,36.11234953187695,-0.10283059269688977,0.020323457850293325,0.03532527575408417,1.0486874908344332,3758060.768999999,0.02200000000000024,0.16800000000000015,0.14199999999999946,6.703,8.798,0.2033412887828159
2023-05-04,7.129,7.162,6.959,6.998,1740570.99,12274252.01306,36047,846502.79,5971557.57794,7.0074,7.364749999999991,7.121406357527099,37.95688847235239,-0.10684777293453518,-0.018375648758591545,0.03421339451891896,1.0291708578818797,3529776.0379999997,0.03300000000000036,0.03900000000000059,0.13099999999999934,6.703,8.798,0.14081145584725535
2023-05-05,6.997,7.28,6.888,7.226,2888965.91,20568455.39198,59652,1388047.56,9885703.5068,7.0476,7.325799999999991,7.137497687138315,52.878247580234316,-0.0905894706275534,0.03258073735352962,0.03414042833135466,1.056910569105691,3452763.433999999,0.05400000000000027,0.10899999999999999,0.2290000000000001,6.703,8.798,0.24964200477326956
2023-05-06,7.226,7.279,6.866,6.92,2603213.92,18291039.57772,50054,1183238.35,8320069.21115,7.052000000000001,7.264799999999991,7.10403650450165,44.22292705029452,-0.10122937358930795,-0.04234707998892884,0.034748673306430486,1.0601514710166036,2985797.9639999988,0.052999999999999936,0.05400000000000027,0.30600000000000005,6.703,8.798,0.10357995226730295
2023-05-07,6.92,6.989,6.858,6.911,1677014.89,11617584.62952,34020,771972.18,5348749.03592,7.036800000000001,7.202349999999991,7.0743385807321655,45.972680169571355,-0.10912981718753567,-0.0013005780346820872,0.03470213794021839,1.0191017789442987,2621068.059999999,0.06899999999999995,0.052999999999999936,0.009000000000000341,6.703,8.798,0.09928400954653906
2023-05-08,6.911,6.913,6.394,6.582,5298917.35,35191093.98142,108033,2343316.42,15565427.09325,6.927400000000001,7.102549999999991,6.998594183696447,40.032813781788356,-0.14032098495184897,-0.04760526696570677,0.032859342657409536,1.0811698467313107,2799893.589999999,0.002000000000000668,0.18799999999999972,0.32899999999999974,6.394,8.6,0.08522212148685393
2023-05-09,6.582,6.633,6.452,6.522,2199712.78,14392713.94019,41710,987315.2,6461446.04784,6.832200000000002,7.04104999999999,6.925272001589301,33.595113438045374,-0.16794573328327544,-0.009115770282588809,0.026305470236184153,1.028053316800992,2780833.8129999987,0.051000000000000156,0.07000000000000028,0.05999999999999961,6.394,7.967,0.08137317228226329
2023-05-10,6.521,6.696,6.3,6.588,4297013.06,28099337.64414,79848,2050886.08,13414142.73423,6.704600000000002,6.99484999999999,6.873384001344793,40.038314176245215,-0.1824101870895234,0.010119595216191435,0.02604298749677342,1.062857142857143,2933032.0599999987,0.10799999999999965,0.22100000000000009,0.06700000000000017,6.3,7.609,0.22001527883880842
2023-05-11,6.588,6.592,6.212,6.36,3969206.65,25378190.3406,73288,1897325.72,12132772.43654,6.592600000000002,6.9571999999999905,6.794401847291748,31.16279069767441,-0.2098520174708085,-0.03460837887067392,0.02457638069540818,1.0611719253058596,3001418.2509999983,0.0039999999999995595,0.14800000000000058,0.22799999999999976,6.212,7.503,0.11463981409759917
2023-05-12,6.36,6.64,6.224,6.623,3322966.84,21374197.95657,64539,1596646.63,10269152.03743,6.535000000000001,6.929599999999989,6.768032332323785,40.86727989487516,-0.20798049861198908,0.04135220125786154,0.026558811955715758,1.0668380462724936,3125994.8959999983,0.01699999999999946,0.13600000000000012,0.2629999999999999,6.212,7.503,0.31835786212238604
2023-05-13,6.623,6.636,6.475,6.491,1742486.51,11411039.09437,31511,866854.19,5677664.81957,6.516800000000001,6.9000499999999905,6.725411973504741,34.713656387665196,-0.2146739730469367,-0.01993054507020997,0.02673244021455482,1.0248648648648648,2974006.8899999983,0.0129999999999999,0.016000000000000014,0.13200000000000056,6.212,7.503,0.2161115414407435
2023-05-14,6.49,6.61,6.41,6.547,1193769.45,7792947.53088,28405,594781.32,3884983.32753,6.521800000000001,6.87399999999999,6.697963977580934,38.9658356417359,-0.21300448543108175,0.008627330149437729,0.02687957693526989,1.031201248049922,2919326.7359999986,0.06300000000000061,0.08000000000000007,0.056999999999999496,6.212,7.503,0.2594887683965917
2023-05-15,6.547,6.711,6.453,6.635,2328720.13,15445235.16361,46640,1140157.75,7561158.36489,6.5312,6.842049999999989,6.688277211799251,43.81758345086977,-0.20224913892993612,0.013441270811058503,0.02609437119439089,1.0399814039981403,2863302.1579999984,0.07600000000000051,0.09399999999999942,0.08800000000000008,6.212,7.503,0.3276529821843532
2023-05-16,6.635,6.728,6.552,6.659,2297423.01,15268349.50031,47918,1041166.87,6920641.70719,6.590999999999999,6.824799999999989,6.683773025368597,42.04655674102811,-0.18960322226801374,0.003617181612660225,0.024959917035329814,1.026862026862027,2832723.066999998,0.06899999999999995,0.08300000000000018,0.02400000000000002,6.212,7.305,0.40896614821591953
2023-05-17,6.658,6.812,6.552,6.758,3299636.01,22073448.37542,60529,1742248.09,11655875.11467,6.618,6.80419999999999,6.695192559927275,40.81228330856861,-0.16963729759347235,0.014867097161735954,0.02455182040334092,1.0396825396825398,2994985.1789999977,0.05400000000000027,0.10600000000000076,0.09999999999999964,6.212,7.305,0.49954254345837174
2023-05-18,6.758,6.767,6.428,6.531,2274544.86,15005340.96092,46950,1011887.18,6681964.65953,6.626,6.778749999999991,6.669932166092309,38.95981087470448,-0.17016955007813817,-0.03358981947321693,0.02529633793979051,1.0527380211574362,2692547.9299999974,0.009000000000000341,0.10299999999999976,0.2270000000000003,6.212,7.305,0.29185727355901186
2023-05-19,6.531,6.555,6.458,6.51,1421337.78,9243474.54892,31027,629982.7,4097326.86457,6.618600000000001,6.74499999999999,6.645327217462723,31.236897274633122,-0.17032251629303996,-0.003215434083601254,0.024657816231766747,1.0150201300712294,2614710.4299999974,0.02400000000000002,0.0519999999999996,0.020999999999999908,6.212,7.305,0.272644098810613
2023-05-20,6.51,6.543,6.471,6.503,757320.01,4921349.17727,15173,337608.13,2193744.7762,6.592200000000001,6.718899999999989,6.623430722468458,37.04164077066501,-0.16905976873384532,-0.0010752688172042113,0.024312890927235552,1.011126564673157,2260741.1249999977,0.03300000000000036,0.03200000000000003,0.006999999999999673,6.212,7.28,0.27247191011235977
2023-05-21,6.505,6.545,6.356,6.43,1279377.69,8245380.7009,24275,600852.53,3871512.4761,6.546400000000001,6.69549999999999,6.5936721497810025,35.62462641960549,-0.17196719068706834,-0.011225588190066138,0.02414538600868772,1.0297356828193833,1991758.228999998,0.040000000000000036,0.07399999999999984,0.07500000000000018,6.212,7.28,0.2041198501872658
2023-05-22,6.43,6.608,6.334,6.533,2602323.99,16922719.89121,49211,1337666.52,8700708.55897,6.501400000000001,6.67279999999999,6.584337972891618,48.30684174153423,-0.16406882191406247,0.016018662519440285,0.024264719077269594,1.0432586043574361,1919693.9439999978,0.07499999999999929,0.09600000000000009,0.10300000000000065,6.212,7.28,0.30056179775280945
2023-05-23,6.534,6.635,6.474,6.504,1751271.68,11466306.23672,34165,859130.55,5627533.48014,6.496,6.64154999999999,6.5719782847544455,49.36440677966099,-0.15832430115698504,-0.004439001989897551,0.023631616816565525,1.024868705591597,1920572.4609999978,0.10099999999999998,0.02999999999999936,0.03000000000000025,6.212,7.28,0.27340823970037426
2023-05-24,6.505,6.509,6.206,6.32,3090108.04,19547662.73559,60957,1498292.72,9478182.63567,6.458000000000001,6.60764999999999,6.533212394792224,41.264667535853995,-0.16669740406836286,-0.028290282902828867,0.024042621344106254,1.0488237189816307,2110206.3199999975,0.004000000000000448,0.11399999999999988,0.1849999999999996,6.206,7.28,0.10614525139664795
2023-05-25,6.321,6.345,6.164,6.278,1856294.47,11655528.18828,34142,946719.94,5946621.16261,6.413000000000001,6.560249999999989,6.493948949439574,46.95845697329374,-0.17470826895767644,-0.006645569620253311,0.02237431571768678,1.0293640493186242,2062963.7539999976,0.02400000000000002,0.11399999999999988,0.04300000000000015,6.164,7.279,0.10224215246636759
2023-05-26,6.279,6.458,6.235,6.344,1704644.17,10775115.85727,28450,900895.62,5695002.44956,6.395800000000001,6.53144999999999,6.470879880295024,37.88010425716772,-0.17372865328440312,0.010512902198152485,0.021032007991588494,1.035765838011227,2003685.869999998,0.11399999999999988,0.043999999999999595,0.06500000000000039,6.164,6.989,0.21818181818181887
2023-05-27,6.344,6.441,6.327,6.438,1100851.23,7029342.70093,19800,541098.83,3455584.37231,6.376800000000001,6.507799999999989,6.465821437172713,47.61904761904763,-0.16348275942308277,0.01481715006305162,0.02145052658234207,1.018018018018018,1783807.391999998,0.0030000000000001137,0.017000000000000348,0.09399999999999942,6.164,6.913,0.3658210947930572
2023-05-28,6.437,6.659,6.419,6.631,2028825.98,13274885.29828,38030,1074108.02,7030233.00423,6.402200000000002,6.510249999999989,6.491233523761526,53.360000000000014,-0.13819628791008665,0.029978254116185266,0.019985196586697073,1.0373890014020877,1759235.503999998,0.02799999999999958,0.018000000000000682,0.19399999999999995,6.164,6.812,0.7206790123456792
2023-05-29,6.636,6.678,6.527,6.637,2236832.15,14769767.0681,38608,1002076.86,6618438.66734,6.465600000000002,6.515999999999989,6.513659135490522,50.08561643835616,-0.11633143090861431,0.000904840898808601,0.019855020978500757,1.0231346713650988,1840784.9409999978,0.04100000000000037,0.10899999999999999,0.0009999999999994458,6.164,6.812,0.7299382716049374
2023-05-30,6.637,6.672,6.536,6.613,2395564.78,15815712.60994,44248,1144836.13,7558908.798,6.532600000000002,6.51724999999999,6.528942345415057,48.03082191780825,-0.09978966043415038,-0.0036160916076539706,0.019762566533950917,1.0208078335373316,2004609.4179999977,0.03500000000000014,0.07700000000000085,0.023999999999999133,6.164,6.812,0.6929012345679018
2023-05-31,6.611,6.636,6.396,6.478,2604021.56,16905433.54684,41151,1265440.86,8214435.09179,6.559400000000002,6.52314999999999,6.5211050615050485,38.372093023255815,-0.09646160995393505,-0.02041433539996984,0.01866449841126731,1.0375234521575984,2137073.8049999974,0.025000000000000355,0.08199999999999985,0.133,6.164,6.812,0.48456790123456756
2023-06-01,6.478,6.513,6.317,6.344,2163580.25,13878183.13948,37995,986942.16,6334484.70531,6.540600000000002,6.50919999999999,6.49385812896581,41.58415841584161,-0.10344434355934773,-0.020685396727384897,0.016668509089126825,1.0310273864176032,2093199.4309999973,0.03500000000000014,0.027000000000000135,0.13399999999999945,6.164,6.812,0.27777777777777846
2023-06-02,6.344,6.481,6.306,6.45,2147074.04,13752657.82659,39184,1014967.59,6500427.99719,6.504400000000002,6.50714999999999,6.487110724509532,47.49163879598664,-0.0992804532320184,0.016708701134930726,0.016609428942979045,1.0277513479226132,2132779.666999997,0.030999999999999694,0.038000000000000256,0.10599999999999987,6.164,6.812,0.4413580246913584
2023-06-03,6.451,6.459,6.361,6.421,868599.69,5572719.11046,16471,389859.32,2501420.05301,6.4612000000000025,6.50084999999999,6.476939843815758,46.63382594417078,-0.09720013503137537,-0.004496124031007742,0.016501837827712147,1.0154063826442383,1910628.8319999974,0.008000000000000007,0.0600000000000005,0.02999999999999936,6.164,6.812,0.3966049382716055
2023-06-04,6.421,6.532,6.393,6.452,1209935.67,7847441.8643,20659,582204.1,3774744.97764,6.429000000000002,6.49169999999999,6.47310294476718,50.93537414965988,-0.09198962786799747,0.004827908425478755,0.016219449407601727,1.0217425308931645,1845992.9519999973,0.08000000000000007,0.02800000000000047,0.030999999999999694,6.164,6.812,0.4444444444444444
2023-06-05,6.45,6.492,5.961,6.054,4495305.78,27794982.01964,86536,1976696.41,12231267.06311,6.3442000000000025,6.46144999999999,6.408625568649153,33.718558803535004,-0.11860829346283275,-0.06168629882207066,0.021040180880197854,1.0890790135883242,2125059.112999997,0.041999999999999815,0.09299999999999997,0.3959999999999999,5.961,6.812,0.10928319623971795
2023-06-06,6.054,6.312,6.003,6.261,3709908.32,22843396.04315,63130,1685429.16,10388682.83307,6.327600000000002,6.43659999999999,6.38591394270313,42.63189812007278,-0.12159889189162953,0.034192269573835476,0.022379344776067966,1.0514742628685658,2385964.8219999974,0.051000000000000156,0.051000000000000156,0.20699999999999985,5.961,6.767,0.3722084367245655
2023-06-07,6.261,6.269,5.829,5.917,2998801.55,18122151.28994,54618,1422541.93,8603669.05327,6.221000000000003,6.40589999999999,6.313773336133417,38.86124930901049,-0.1499978055843556,-0.05494329979236545,0.024312715582910725,1.0754846457368332,2482962.3789999974,0.008000000000000007,0.08800000000000008,0.3440000000000003,5.829,6.678,0.10365135453474683
2023-06-08,5.919,6.036,5.883,5.995,1426456.09,8520866.40416,29552,654025.16,3906485.2105,6.135800000000003,6.38014999999999,6.264731284420584,42.33062330623307,-0.16431606797398945,0.013182355923609945,0.024637553000560242,1.0260071392146863,2401924.7729999973,0.04099999999999948,0.03599999999999959,0.07600000000000051,5.829,6.678,0.19552414605418178
2023-06-09,5.994,6.081,5.92,5.993,1267537.07,7581782.2428,27432,591028.11,3534926.86994,6.044000000000004,6.354649999999991,6.222926471432802,40.145985401459846,-0.17382107617822573,-0.00033361134278564464,0.024642457243073203,1.027195945945946,2289122.0019999975,0.08700000000000063,0.0730000000000004,0.0009999999999994458,5.829,6.678,0.19316843345111961
2023-06-10,5.992,6.007,4.761,5.233,14028655.59,72264747.247205,254025,6400062.96,32913906.09265,5.879800000000003,6.29479999999999,6.0706300912123705,25.378013894564774,-0.23991393212325463,-0.12681461705322883,0.0369576044479667,1.261709724847721,3431585.4049999965,0.01499999999999968,0.47199999999999953,0.7590000000000003,4.761,6.678,0.24621804903495023
2023-06-11,5.233,5.254,5.089,5.175,2454695.33,12693018.52504,42613,1207613.13,6243337.4305,5.662600000000003,6.22689999999999,5.932840846410467,18.51211072664357,-0.29358880281132027,-0.011083508503726303,0.036463892900538274,1.0324228728630378,3460696.9129999964,0.020999999999999908,0.08599999999999941,0.05799999999999983,4.761,6.678,0.21596244131455386
2023-06-12,5.175,5.198,5.003,5.16,2746808.8,14080413.39215,50301,1298664.07,6656549.45261,5.511200000000002,6.15969999999999,5.813942254655009,18.181818181818173,-0.3334926039834354,-0.0028985507246376274,0.03647991815437052,1.038976614031581,3520670.3889999962,0.023000000000000576,0.15700000000000003,0.01499999999999968,4.761,6.678,0.20813771517996874
2023-06-13,5.16,5.412,5.11,5.3,2495494.52,13109533.55227,53413,1286380.97,6757900.20647,5.372200000000001,6.10869999999999,5.734874215477315,23.061140746819845,-0.34978768938022675,0.027131782945736482,0.0371827459054942,1.0590998043052837,3683359.8719999967,0.1120000000000001,0.04999999999999982,0.13999999999999968,4.761,6.678,0.2811684924360979
2023-06-14,5.299,5.507,5.142,5.25,3786780.65,20245282.83326,78288,1906197.1,10195588.07775,5.2236,6.05729999999999,5.660278182326959,23.894557823129233,-0.3625569135876763,-0.009433962264150941,0.037182359081979574,1.070984052897705,3941044.3699999964,0.2079999999999993,0.10799999999999965,0.04900000000000038,4.761,6.678,0.2550860719874804
2023-06-15,5.25,5.419,5.163,5.312,2895922.21,15270873.03434,58825,1367476.64,7212189.82806,5.239400000000001,6.00569999999999,5.606696923507426,27.368421052631575,-0.3634837199308816,0.011809523809523936,0.03721783131329141,1.049583575440635,3781106.0129999965,0.10699999999999932,0.08699999999999974,0.06200000000000028,4.761,6.678,0.2874282733437664
2023-06-16,5.312,5.398,5.128,5.324,2176359.41,11473064.75639,44153,1032844.91,5443878.50913,5.2692,5.94999999999999,5.563205089121669,24.245196706312882,-0.3591103206890143,0.0022590361445782303,0.0369147878785913,1.0526521060842433,3627751.1219999962,0.07399999999999984,0.18400000000000016,0.011999999999999567,4.761,6.678,0.2936880542514344
2023-06-17,5.325,5.396,5.221,5.279,1878846.73,9996244.35578,38938,935303.05,4974363.69649,5.293,5.88239999999999,5.519481229256797,24.06902815622159,-0.35518118651524055,-0.008452291510142707,0.0357742301919067,1.0335184830492243,3515755.639999996,0.07099999999999973,0.05799999999999983,0.04600000000000026,4.761,6.678,0.2702138758476786
2023-06-18,5.282,5.302,5.04,5.156,1966918.59,10277445.20759,39931,948436.04,4955935.05876,5.2642,5.80834999999999,5.463561040140367,21.752397558849168,-0.35786712186745895,-0.023299867399128704,0.0357706800969739,1.0519841269841268,3569801.889999996,0.019999999999999574,0.11599999999999966,0.12600000000000033,4.761,6.672,0.2066980638409208
2023-06-19,5.157,5.194,4.993,5.133,3234945.88,16498548.28735,56642,1573399.6,8025715.99949,5.240799999999999,5.73434999999999,5.4127054955033875,26.003126628452307,-0.3577279871772303,-0.00446082234290146,0.0357608784827004,1.0402563589024634,3766542.7709999965,0.03699999999999992,0.13999999999999968,0.02400000000000002,4.761,6.636,0.19839999999999994
2023-06-20,5.134,5.281,5.0,5.267,4247080.66,21819720.69244,71032,1985679.75,10213115.16759,5.231799999999999,5.67379999999999,5.3902892654259436,23.076923076923094,-0.34285284772035407,0.02610559127216061,0.036682018739055,1.0562,2788385.277999996,0.013999999999999346,0.13400000000000034,0.133,4.761,6.532,0.28571428571428586
2023-06-21,5.267,5.588,5.242,5.556,5295791.26,28684063.09826,97463,2465419.7,13348705.38173,5.2782,5.6343999999999905,5.415783224591182,39.92183137911781,-0.3042372503986872,0.054869944940193704,0.039280838536719695,1.0660053414727204,3072494.8709999966,0.03200000000000003,0.025000000000000355,0.2889999999999997,4.761,6.532,0.44889892715979673
2023-06-22,5.555,5.823,5.507,5.558,4647546.09,26318462.88739,90499,2220111.33,12579293.60957,5.334,5.5897999999999906,5.437662728500232,37.25947521865888,-0.27035622970042184,0.0003599712023036883,0.0389556475350088,1.0573815144361722,3262568.599999997,0.26500000000000057,0.04800000000000004,0.0030000000000001137,4.761,6.532,0.45002823263692815
2023-06-23,5.557,6.154,5.551,6.07,6720273.6,39850155.7728,131266,3335698.61,19761303.8635,5.516799999999999,5.572249999999991,5.534945385654042,51.73033707865169,-0.1998869833053334,0.09211946743432908,0.04479129198196252,1.1086290758421906,3685046.507999996,0.08399999999999963,0.006000000000000227,0.5129999999999999,4.761,6.532,0.7391304347826089
2023-06-24,6.071,6.196,5.912,6.133,3204444.17,19412877.05974,75699,1520936.42,9214447.96202,5.7168,5.5562999999999905,5.626953787861112,79.45026178010475,-0.13737247995364577,0.010378912685337749,0.04485186008611767,1.048037889039242,3626812.8599999966,0.06299999999999972,0.1589999999999998,0.06200000000000028,4.761,6.492,0.7926054303870596
2023-06-25,6.133,6.378,6.059,6.157,3200149.72,19914491.44536,74584,1499661.98,9338476.06939,5.8948,5.56144999999999,5.7084993589594015,82.86479250334675,-0.0849138522174071,0.003913256155225753,0.042562889735456924,1.0526489519722726,3657235.6109999963,0.22100000000000009,0.07399999999999984,0.02400000000000002,4.761,6.378,0.8633271490414347
2023-06-26,6.157,6.259,6.005,6.057,3875112.66,23755338.39903,88478,1835568.84,11256005.39832,5.994999999999999,5.551249999999991,5.762114842196416,78.40405319822675,-0.05082331644806892,-0.016241676140977712,0.04202906456615628,1.0422980849292258,3827110.935999997,0.10200000000000031,0.05200000000000049,0.09999999999999964,4.761,6.378,0.8014842300556588
